id,County_Code,District_Code,School_Code,Filler,Test_Year,Subgroup_ID,Test_Type,Total_CAASPP_Enrollment,Total_Tested_At_Entity_Level,Total_Tested_at_Subgroup_Level,Grade,Test_Id,CAASPP_Reported_Enrollment,Students_Tested,Mean_Scale_Score,Percentage_Standard_Exceeded,Percentage_Standard_Met,Percentage_Standard_Met_and_Above,Percentage_Standard_Nearly_Met,Percentage_Standard_Not_Met,Students_with_Scores,Area_1_Percentage_Above_Standard,Area_1_Percentage_At_or_Near_Standard,Area_1_Percentage_Below_Standard,Area_2_Percentage_Above_Standard,Area_2_Percentage_At_or_Near_Standard,Area_2_Percentage_Below_Standard,Area_3_Percentage_Above_Standard,Area_3_Percentage_At_or_Near_Standard,Area_3_Percentage_Below_Standard,Area_4_Percentage_Above_Standard,Area_4_Percentage_At_or_Near_Standard,Area_4_Percentage_Below_Standard,Total_Tested_with_Scores,Area_1_Percentage_Near_Standard,Area_2_Percentage_Near_Standard,Area_3_Percentage_Near_Standard,Area_4_Percentage_Near_Standard
sb_ca2019_all_csv_v4.txt,19,64303,0000000,NA,2019,1,B,NA,6121,NA,5,1,903,891,2493.8,17.85,32.10,49.94,20.99,29.07,891,22.00,NA,28.17,23.46,NA,26.15,12.68,NA,23.46,24.92,NA,29.18,6118,49.83,50.39,63.86,45.90
sb_ca2019_all_csv_v4.txt,19,64345,0000000,NA,2019,1,B,NA,1341,NA,5,1,194,185,2531.2,32.97,35.68,68.65,14.59,16.76,185,41.62,NA,17.84,36.22,NA,16.76,24.32,NA,15.14,34.59,NA,18.38,1341,40.54,47.03,60.54,47.03
sb_ca2019_all_csv_v4.txt,19,64444,0000000,NA,2019,1,B,NA,3627,NA,5,1,505,502,2549.8,39.84,34.46,74.30,11.35,14.34,502,43.82,NA,14.14,45.22,NA,14.54,31.47,NA,12.35,40.84,NA,15.14,3624,42.03,40.24,56.18,44.02
sb_ca2019_all_csv_v4.txt,19,64477,0000000,NA,2019,1,B,NA,2142,NA,5,1,363,357,2460.7,9.52,24.93,34.45,23.81,41.74,357,15.13,NA,39.50,11.27,NA,35.77,8.99,NA,33.43,14.61,NA,40.17,2141,45.38,52.96,57.58,45.22
sb_ca2019_all_csv_v4.txt,19,64485,0000000,NA,2019,1,B,NA,5742,NA,5,1,985,960,2523.4,28.33,32.60,60.94,20.10,18.96,960,32.50,NA,20.52,32.43,NA,16.06,21.56,NA,14.58,35.42,NA,20.94,5740,46.98,51.51,63.85,43.65
sb_ca2019_all_csv_v4.txt,19,64535,0000000,NA,2019,1,B,NA,1740,NA,5,1,255,249,2590.4,56.63,32.13,88.76,8.84,2.41,249,58.63,NA,4.02,63.86,NA,6.02,40.96,NA,5.22,53.41,NA,2.81,1740,37.35,30.12,53.82,43.78
sb_ca2019_all_csv_v4.txt,19,64550,0000000,NA,2019,1,B,NA,2920,NA,5,1,505,493,2521.4,31.85,25.35,57.20,18.86,23.94,493,31.24,NA,25.35,41.38,NA,18.46,23.33,NA,19.88,35.90,NA,24.75,2920,43.41,40.16,56.80,39.35
sb_ca2019_all_csv_v4.txt,19,64634,0000000,NA,2019,1,B,NA,4724,NA,5,1,802,792,2461.5,10.73,23.23,33.96,25.13,40.91,792,14.77,NA,41.92,17.32,NA,33.88,8.71,NA,32.58,16.92,NA,42.68,4722,43.31,48.80,58.71,40.40
sb_ca2019_all_csv_v4.txt,19,64667,0000000,NA,2019,1,B,NA,9086,NA,5,1,1607,1571,2457.3,8.60,24.79,33.40,22.37,44.23,1569,13.64,NA,42.00,12.49,NA,40.92,8.03,NA,31.68,12.62,NA,41.11,9078,44.36,46.59,60.29,46.27
sb_ca2019_all_csv_v4.txt,19,64709,0000000,NA,2019,1,B,NA,3119,NA,5,1,574,548,2508.3,21.53,32.66,54.20,24.09,21.72,548,23.91,NA,23.18,26.14,NA,21.02,17.34,NA,19.34,28.83,NA,21.90,3119,52.92,52.83,63.32,49.27
sb_ca2019_all_csv_v4.txt,19,64733,0000000,NA,2019,1,B,NA,248299,NA,5,1,41056,40246,2486.1,18.12,26.53,44.65,21.77,33.58,40241,21.46,NA,33.36,23.19,NA,29.11,14.21,NA,25.75,22.67,NA,32.68,248161,45.18,47.70,60.04,44.65
sb_ca2019_all_csv_v4.txt,15,63610,0000000,NA,2019,1,B,NA,193,NA,5,1,32,32,2468.1,9.38,21.88,31.25,31.25,37.50,32,9.38,NA,34.38,15.63,NA,31.25,12.50,NA,25.00,12.50,NA,34.38,193,56.25,53.13,62.50,53.13
sb_ca2019_all_csv_v4.txt,15,63768,0000000,NA,2019,1,B,NA,143,NA,5,1,21,21,2444.0,4.76,23.81,28.57,19.05,52.38,21,14.29,NA,42.86,9.52,NA,42.86,4.76,NA,28.57,9.52,NA,57.14,143,42.86,47.62,66.67,33.33
sb_ca2019_all_csv_v4.txt,15,63776,0000000,NA,2019,1,B,NA,1784,NA,5,1,267,260,2482.3,12.74,31.27,44.02,23.55,32.43,259,19.31,NA,32.05,16.99,NA,30.89,10.42,NA,25.48,17.37,NA,31.66,1782,48.65,52.12,64.09,50.97
sb_ca2019_all_csv_v4.txt,15,73742,0000000,NA,2019,1,B,NA,2572,NA,5,1,362,358,2497.0,19.27,30.17,49.44,20.67,29.89,358,27.93,NA,26.82,20.11,NA,25.98,20.39,NA,21.79,23.46,NA,32.12,2569,45.25,53.91,57.82,44.41
sb_ca2019_all_csv_v4.txt,15,73908,0000000,NA,2019,1,B,NA,1866,NA,5,1,307,303,2458.5,9.24,26.40,35.64,20.79,43.56,303,13.86,NA,42.57,13.86,NA,39.93,11.22,NA,31.68,17.49,NA,42.24,1866,43.56,46.20,57.10,40.26
sb_ca2019_all_csv_v4.txt,17,64030,0000000,NA,2019,1,B,NA,749,NA,5,1,110,107,2478.0,14.95,23.36,38.32,25.23,36.45,107,18.69,NA,36.45,18.69,NA,30.84,7.48,NA,28.97,16.82,NA,33.64,748,44.86,50.47,63.55,49.53
sb_ca2019_all_csv_v4.txt,17,64048,0000000,NA,2019,1,B,NA,172,NA,5,1,27,27,2464.7,11.11,18.52,29.63,25.93,44.44,27,14.81,NA,40.74,22.22,NA,33.33,11.11,NA,25.93,3.70,NA,48.15,172,44.44,44.44,62.96,48.15
sb_ca2019_all_csv_v4.txt,19,10199,0000000,NA,2019,1,B,NA,483,NA,5,1,7,5,*,*,*,*,*,*,5,*,NA,*,*,NA,*,*,NA,*,*,NA,*,478,*,*,*,*
sb_ca2019_all_csv_v4.txt,19,64287,0000000,NA,2019,1,B,NA,6572,NA,5,1,974,965,2485.0,15.54,27.15,42.69,24.35,32.95,965,19.59,NA,34.51,20.21,NA,28.29,12.33,NA,25.08,21.45,NA,31.61,6572,45.91,51.50,62.59,46.94
sb_ca2019_all_csv_v4.txt,19,64311,0000000,NA,2019,1,B,NA,1993,NA,5,1,285,281,2559.9,48.04,30.25,78.29,11.39,10.32,281,48.03,NA,11.47,52.88,NA,10.43,27.24,NA,6.81,46.95,NA,10.75,1993,40.50,36.69,65.95,42.29
sb_ca2019_all_csv_v4.txt,19,64378,0000000,NA,2019,1,B,NA,2389,NA,5,1,337,331,2515.6,26.89,31.42,58.31,19.03,22.66,331,30.82,NA,26.89,29.00,NA,20.24,22.05,NA,16.62,31.12,NA,23.87,2389,42.30,50.76,61.33,45.02
sb_ca2019_all_csv_v4.txt,19,64451,0000000,NA,2019,1,B,NA,11225,NA,5,1,1528,1514,2510.7,23.65,32.96,56.61,20.34,23.05,1514,26.88,NA,24.24,27.34,NA,21.27,18.56,NA,16.45,30.45,NA,22.85,11223,48.88,51.39,64.99,46.70
sb_ca2019_all_csv_v4.txt,19,64501,0000000,NA,2019,1,B,NA,5214,NA,5,1,875,859,2495.2,19.56,28.29,47.85,22.12,30.03,859,22.93,NA,31.43,23.17,NA,24.80,17.81,NA,23.86,24.45,NA,29.45,5214,45.63,52.04,58.32,46.10
sb_ca2019_all_csv_v4.txt,19,64568,0000000,NA,2019,1,B,NA,13212,NA,5,1,1914,1874,2536.1,36.32,30.13,66.45,15.28,18.27,1872,39.32,NA,18.86,38.73,NA,16.88,26.12,NA,15.38,38.89,NA,17.90,13210,41.83,44.39,58.49,43.22
sb_ca2019_all_csv_v4.txt,19,64584,0000000,NA,2019,1,B,NA,52,NA,5,1,9,8,*,*,*,*,*,*,8,*,NA,*,*,NA,*,*,NA,*,*,NA,*,51,*,*,*,*
sb_ca2019_all_csv_v4.txt,19,64592,0000000,NA,2019,1,B,NA,4893,NA,5,1,832,817,2483.7,17.63,26.93,44.55,21.91,33.54,817,18.73,NA,33.90,21.30,NA,27.54,14.32,NA,25.46,21.54,NA,31.82,4893,47.37,51.16,60.22,46.63
sb_ca2019_all_csv_v4.txt,19,64659,0000000,NA,2019,1,B,NA,2242,NA,5,1,342,330,2603.9,66.06,24.55,90.61,5.15,4.24,330,66.06,NA,5.45,70.91,NA,5.45,48.79,NA,2.12,63.03,NA,5.15,2241,28.48,23.64,49.09,31.82
sb_ca2019_all_csv_v4.txt,19,64691,0000000,NA,2019,1,B,NA,3434,NA,5,1,610,592,2489.7,18.58,28.21,46.79,22.64,30.57,592,19.93,NA,31.25,22.13,NA,24.66,14.02,NA,22.13,23.82,NA,29.90,3433,48.82,53.21,63.85,46.28
sb_ca2019_all_csv_v4.txt,19,64790,0000000,NA,2019,1,B,NA,2723,NA,5,1,399,393,2527.1,31.81,31.04,62.85,15.01,22.14,393,35.11,NA,22.65,34.61,NA,19.85,25.95,NA,16.54,34.35,NA,19.59,2723,42.24,45.55,57.51,46.06
sb_ca2019_all_csv_v4.txt,19,64832,0000000,NA,2019,1,B,NA,3783,NA,5,1,963,952,2551.3,41.91,29.20,71.11,14.92,13.97,952,42.86,NA,15.65,44.01,NA,12.71,32.46,NA,10.61,45.17,NA,13.03,3783,41.49,43.28,56.93,41.81
sb_ca2019_all_csv_v4.txt,19,64881,0000000,NA,2019,1,B,NA,8304,NA,5,1,1321,1294,2502.2,22.49,28.83,51.31,20.17,28.52,1294,26.58,NA,26.82,25.81,NA,24.42,19.09,NA,20.94,27.67,NA,29.06,8294,46.60,49.77,59.97,43.28
sb_ca2019_all_csv_v4.txt,19,64998,0000000,NA,2019,1,B,NA,5472,NA,5,1,1362,1344,2534.6,31.25,35.27,66.52,18.08,15.40,1344,39.43,NA,14.21,33.56,NA,17.04,23.59,NA,12.28,35.34,NA,16.07,5472,46.35,49.40,64.14,48.59
sb_ca2019_all_csv_v4.txt,19,65052,0000000,NA,2019,1,B,NA,3020,NA,5,1,414,411,2547.6,39.17,31.63,70.80,13.87,15.33,411,45.01,NA,14.84,49.64,NA,16.30,27.74,NA,13.38,42.58,NA,15.82,3019,40.15,34.06,58.88,41.61
sb_ca2019_all_csv_v4.txt,19,65060,0000000,NA,2019,1,B,NA,11825,NA,5,1,1684,1649,2544.6,37.84,32.57,70.41,15.52,14.07,1649,41.72,NA,14.07,41.30,NA,14.19,28.99,NA,11.89,40.57,NA,14.01,11823,44.21,44.51,59.13,45.42
sb_ca2019_all_csv_v4.txt,19,64212,0000000,NA,2019,1,B,NA,10787,NA,5,1,1487,1474,2537.5,36.70,28.56,65.26,16.35,18.39,1474,38.33,NA,18.93,42.81,NA,16.21,28.49,NA,13.23,37.52,NA,19.67,10781,42.74,40.98,58.28,42.81
sb_ca2019_all_csv_v4.txt,19,64279,0000000,NA,2019,1,B,NA,4211,NA,5,1,644,631,2479.9,15.87,25.40,41.27,24.44,34.29,630,18.57,NA,32.86,20.63,NA,28.10,10.63,NA,28.89,21.90,NA,32.70,4209,48.57,51.27,60.48,45.40
sb_ca2019_all_csv_v4.txt,19,64337,0000000,NA,2019,1,B,NA,7599,NA,5,1,1062,1032,2550.2,37.50,36.34,73.84,15.89,10.27,1032,41.47,NA,12.60,43.31,NA,8.43,28.20,NA,8.62,38.47,NA,12.31,7597,45.93,48.26,63.18,49.22
sb_ca2019_all_csv_v4.txt,19,64436,0000000,NA,2019,1,B,NA,5764,NA,5,1,842,830,2518.7,26.39,33.98,60.36,17.83,21.81,830,30.48,NA,24.58,32.89,NA,18.19,19.28,NA,16.27,32.77,NA,21.33,5764,44.94,48.92,64.46,45.90
sb_ca2019_all_csv_v4.txt,19,64469,0000000,NA,2019,1,B,NA,1951,NA,5,1,269,265,2513.4,27.92,27.92,55.85,19.25,24.91,265,29.06,NA,24.15,34.34,NA,21.89,18.87,NA,20.00,30.19,NA,25.28,1949,46.79,43.77,61.13,44.53
sb_ca2019_all_csv_v4.txt,19,64527,0000000,NA,2019,1,B,NA,4370,NA,5,1,646,639,2480.1,13.30,30.36,43.66,22.22,34.12,639,18.00,NA,33.65,19.72,NA,27.86,9.70,NA,25.04,18.47,NA,33.33,4368,48.36,52.43,65.26,48.20
sb_ca2019_all_csv_v4.txt,19,64576,0000000,NA,2019,1,B,NA,3745,NA,5,1,562,557,2545.6,36.62,34.47,71.10,16.52,12.39,557,42.55,NA,12.75,41.29,NA,13.64,27.29,NA,10.77,37.88,NA,13.11,3744,44.70,45.06,61.94,49.01
sb_ca2019_all_csv_v4.txt,19,64600,0000000,NA,2019,1,B,NA,912,NA,5,1,145,145,2567.7,46.90,30.34,77.24,14.48,8.28,145,49.66,NA,10.34,53.10,NA,7.59,30.34,NA,7.59,50.34,NA,8.28,912,40.00,39.31,62.07,41.38
sb_ca2019_all_csv_v4.txt,19,64626,0000000,NA,2019,1,B,NA,102,NA,5,1,17,16,2526.1,18.75,43.75,62.50,18.75,18.75,16,37.50,NA,18.75,12.50,NA,12.50,25.00,NA,12.50,31.25,NA,25.00,102,43.75,75.00,62.50,43.75
sb_ca2019_all_csv_v4.txt,19,64717,0000000,NA,2019,1,B,NA,2791,NA,5,1,459,456,2509.4,21.93,32.02,53.95,22.81,23.25,456,22.15,NA,26.54,29.39,NA,19.52,18.20,NA,16.45,28.95,NA,23.25,2788,51.32,51.10,65.35,47.81
sb_ca2019_all_csv_v4.txt,19,64725,0000000,NA,2019,1,B,NA,36909,NA,5,1,5420,5369,2517.5,27.79,29.02,56.81,20.56,22.63,5369,31.38,NA,23.00,31.05,NA,21.23,21.96,NA,17.14,32.69,NA,21.92,36864,45.61,47.72,60.91,45.39
sb_ca2019_all_csv_v4.txt,19,64758,0000000,NA,2019,1,B,NA,1025,NA,5,1,181,178,2490.7,17.42,28.65,46.07,26.97,26.97,178,21.91,NA,29.78,25.28,NA,24.72,10.67,NA,22.47,24.16,NA,27.53,1025,48.31,50.00,66.85,48.31
sb_ca2019_all_csv_v4.txt,19,64766,0000000,NA,2019,1,B,NA,2117,NA,5,1,356,355,2533.2,30.14,34.37,64.51,21.41,14.08,355,36.62,NA,14.65,32.96,NA,16.62,27.32,NA,12.96,36.06,NA,14.93,2117,48.73,50.42,59.72,49.01
sb_ca2019_all_csv_v4.txt,19,64840,0000000,NA,2019,1,B,NA,9178,NA,5,1,1297,1288,2502.9,21.68,30.38,52.06,21.21,26.73,1287,23.08,NA,27.89,28.44,NA,22.30,16.55,NA,19.97,26.57,NA,26.42,9173,49.03,49.26,63.48,47.01
sb_ca2019_all_csv_v4.txt,19,64865,0000000,NA,2019,1,B,NA,5663,NA,5,1,765,743,2586.2,56.12,29.48,85.60,9.29,5.11,743,57.07,NA,6.33,61.10,NA,5.25,39.03,NA,4.58,55.32,NA,6.86,5663,36.61,33.65,56.39,37.82
sb_ca2019_all_csv_v4.txt,19,73437,0000000,NA,2019,1,B,NA,11334,NA,5,1,1881,1873,2470.6,12.76,26.27,39.03,21.73,39.24,1873,15.33,NA,38.73,18.06,NA,33.28,10.95,NA,29.59,19.98,NA,37.45,11334,45.94,48.66,59.46,42.57
sb_ca2019_all_csv_v4.txt,19,75333,0000000,NA,2019,1,B,NA,3259,NA,5,1,480,474,2590.4,61.60,26.37,87.97,7.17,4.85,474,62.45,NA,5.49,56.75,NA,5.49,42.19,NA,4.85,59.70,NA,4.64,3258,32.07,37.76,52.95,35.65
sb_ca2019_all_csv_v4.txt,19,76547,0000000,NA,2019,1,B,NA,200,NA,5,1,84,84,2412.6,4.76,15.48,20.24,17.86,61.90,84,10.71,NA,57.14,3.57,NA,60.71,5.95,NA,51.19,4.76,NA,54.76,200,32.14,35.71,42.86,40.48
sb_ca2019_all_csv_v4.txt,19,76869,0000000,NA,2019,1,B,NA,1755,NA,5,1,248,247,2541.9,34.01,38.46,72.47,15.38,12.15,247,41.30,NA,13.36,38.87,NA,11.34,21.86,NA,9.31,38.46,NA,12.55,1754,45.34,49.80,68.83,48.99
sb_ca2019_all_csv_v4.txt,21,65318,0000000,NA,2019,1,B,NA,1322,NA,5,1,237,229,2555.6,39.30,39.30,78.60,10.04,11.35,229,46.72,NA,10.04,49.78,NA,10.48,36.24,NA,10.04,38.43,NA,11.79,1322,43.23,39.74,53.71,49.78
sb_ca2019_all_csv_v4.txt,21,65334,0000000,NA,2019,1,B,NA,820,NA,5,1,134,133,2551.2,43.61,24.81,68.42,18.80,12.78,133,48.12,NA,12.78,36.84,NA,13.53,27.07,NA,9.77,43.61,NA,13.53,820,39.10,49.62,63.16,42.86
sb_ca2019_all_csv_v4.txt,21,65342,0000000,NA,2019,1,B,NA,9,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,9,*,*,*,*
sb_ca2019_all_csv_v4.txt,21,65359,0000000,NA,2019,1,B,NA,109,NA,5,1,26,9,*,*,*,*,*,*,9,*,NA,*,*,NA,*,*,NA,*,*,NA,*,109,*,*,*,*
sb_ca2019_all_csv_v4.txt,21,65474,0000000,NA,2019,1,B,NA,53,NA,5,1,13,13,2434.3,0.00,23.08,23.08,15.38,61.54,13,15.38,NA,61.54,0.00,NA,38.46,0.00,NA,53.85,7.69,NA,46.15,53,23.08,61.54,46.15,46.15
sb_ca2019_all_csv_v4.txt,16,63974,0000000,NA,2019,1,B,NA,2172,NA,5,1,366,365,2492.8,17.81,27.95,45.75,26.30,27.95,365,21.64,NA,32.60,20.82,NA,24.93,16.99,NA,20.82,24.66,NA,27.95,2172,45.75,54.25,62.19,47.40
sb_ca2019_all_csv_v4.txt,17,64055,0000000,NA,2019,1,B,NA,756,NA,5,1,108,105,2507.8,20.00,31.43,51.43,26.67,21.90,105,30.48,NA,19.05,21.90,NA,22.86,15.24,NA,13.33,27.62,NA,21.90,756,50.48,55.24,71.43,50.48
sb_ca2019_all_csv_v4.txt,17,76976,0000000,NA,2019,1,B,NA,412,NA,5,1,56,56,2478.9,14.29,26.79,41.07,19.64,39.29,56,21.43,NA,30.36,21.43,NA,28.57,8.93,NA,21.43,23.21,NA,35.71,412,48.21,50.00,69.64,41.07
sb_ca2019_all_csv_v4.txt,19,64261,0000000,NA,2019,1,B,NA,4762,NA,5,1,658,646,2581.5,53.41,30.50,83.90,9.91,6.19,646,52.48,NA,6.81,58.36,NA,8.98,39.01,NA,5.88,56.81,NA,5.88,4761,40.71,32.66,55.11,37.31
sb_ca2019_all_csv_v4.txt,19,64329,0000000,NA,2019,1,B,NA,5203,NA,5,1,738,733,2549.3,38.88,31.79,70.67,17.46,11.87,733,39.84,NA,14.05,40.11,NA,12.55,31.92,NA,8.87,45.02,NA,12.28,5202,46.11,47.34,59.21,42.70
sb_ca2019_all_csv_v4.txt,19,64394,0000000,NA,2019,1,B,NA,3562,NA,5,1,478,473,2530.1,31.92,31.50,63.42,17.97,18.60,473,39.11,NA,18.60,31.29,NA,15.64,24.31,NA,14.16,36.15,NA,20.08,3560,42.28,53.07,61.52,43.76
sb_ca2019_all_csv_v4.txt,19,64642,0000000,NA,2019,1,B,NA,1749,NA,5,1,275,271,2457.3,8.52,23.33,31.85,24.81,43.33,270,17.41,NA,38.15,8.15,NA,37.04,7.78,NA,35.56,12.59,NA,43.33,1741,44.44,54.81,56.67,44.07
sb_ca2019_all_csv_v4.txt,19,64683,0000000,NA,2019,1,B,NA,5657,NA,5,1,737,719,2550.7,40.19,33.66,73.85,13.77,12.38,719,44.78,NA,11.68,41.72,NA,11.96,30.46,NA,8.21,41.17,NA,13.77,5653,43.53,46.31,61.34,45.06
sb_ca2019_all_csv_v4.txt,19,64774,0000000,NA,2019,1,B,NA,7103,NA,5,1,1016,1003,2482.8,16.55,27.82,44.37,20.84,34.80,1003,18.94,NA,34.50,21.14,NA,31.21,14.66,NA,27.12,21.83,NA,32.60,7097,46.56,47.66,58.23,45.56
sb_ca2019_all_csv_v4.txt,19,64816,0000000,NA,2019,1,B,NA,4032,NA,5,1,699,687,2475.2,13.68,25.62,39.30,22.56,38.14,687,15.52,NA,36.75,19.03,NA,32.94,12.15,NA,27.23,18.59,NA,34.85,4031,47.73,48.02,60.61,46.56
sb_ca2019_all_csv_v4.txt,19,64857,0000000,NA,2019,1,B,NA,12280,NA,5,1,2171,2151,2468.6,11.58,25.57,37.15,24.45,38.40,2151,15.53,NA,37.33,15.34,NA,35.01,10.93,NA,28.96,15.81,NA,37.19,12276,47.14,49.65,60.11,47.00
sb_ca2019_all_csv_v4.txt,19,64873,0000000,NA,2019,1,B,NA,7854,NA,5,1,1044,1036,2480.9,13.32,29.44,42.76,25.68,31.56,1036,17.08,NA,33.40,18.44,NA,25.29,11.68,NA,24.81,18.82,NA,33.78,7854,49.52,56.27,63.51,47.39
sb_ca2019_all_csv_v4.txt,19,64907,0000000,NA,2019,1,B,NA,11959,NA,5,1,1784,1751,2469.7,12.74,25.13,37.86,22.27,39.86,1751,15.88,NA,39.06,18.17,NA,31.94,9.49,NA,31.90,18.07,NA,37.34,11945,45.06,49.89,58.60,44.60
sb_ca2019_all_csv_v4.txt,19,64980,0000000,NA,2019,1,B,NA,5295,NA,5,1,821,783,2579.0,53.13,28.61,81.74,9.71,8.56,783,54.41,NA,9.20,53.07,NA,10.74,40.41,NA,6.91,56.52,NA,8.31,5290,36.40,36.19,52.69,35.17
sb_ca2019_all_csv_v4.txt,19,65045,0000000,NA,2019,1,B,NA,2984,NA,5,1,762,757,2527.3,30.56,31.61,62.17,17.33,20.50,756,33.86,NA,19.97,34.92,NA,18.65,26.46,NA,13.49,35.45,NA,19.97,2981,46.16,46.43,60.05,44.58
sb_ca2019_all_csv_v4.txt,19,65078,0000000,NA,2019,1,B,NA,748,NA,5,1,131,130,2494.2,18.46,32.31,50.77,21.54,27.69,130,20.00,NA,28.46,32.31,NA,23.08,12.31,NA,33.08,26.92,NA,28.46,748,51.54,44.62,54.62,44.62
sb_ca2019_all_csv_v4.txt,19,65094,0000000,NA,2019,1,B,NA,4386,NA,5,1,584,578,2514.9,28.89,28.55,57.44,16.78,25.78,578,28.03,NA,26.64,34.43,NA,22.84,20.76,NA,18.34,31.49,NA,22.32,4381,45.33,42.73,60.90,46.19
sb_ca2019_all_csv_v4.txt,20,65243,0000000,NA,2019,1,B,NA,10418,NA,5,1,1606,1593,2468.7,10.48,25.61,36.10,24.92,38.98,1593,13.50,NA,38.61,15.58,NA,34.74,9.67,NA,27.37,17.20,NA,36.22,10409,47.90,49.69,62.96,46.58
sb_ca2019_all_csv_v4.txt,21,10215,0000000,NA,2019,1,B,NA,30,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,30,*,*,*,*
sb_ca2019_all_csv_v4.txt,21,65300,0000000,NA,2019,1,B,NA,48,NA,5,1,11,10,*,*,*,*,*,*,10,*,NA,*,*,NA,*,*,NA,*,*,NA,*,48,*,*,*,*
sb_ca2019_all_csv_v4.txt,21,65425,0000000,NA,2019,1,B,NA,989,NA,5,1,165,165,2578.6,58.18,26.67,84.85,9.09,6.06,165,53.94,NA,4.24,55.76,NA,7.27,40.61,NA,5.45,55.76,NA,4.85,988,41.82,36.97,53.94,39.39
sb_ca2019_all_csv_v4.txt,21,65433,0000000,NA,2019,1,B,NA,281,NA,5,1,56,56,2583.4,53.57,35.71,89.29,7.14,3.57,56,55.36,NA,1.79,58.93,NA,5.36,37.50,NA,7.14,55.36,NA,3.57,281,42.86,35.71,55.36,41.07
sb_ca2019_all_csv_v4.txt,21,65458,0000000,NA,2019,1,B,NA,2879,NA,5,1,504,485,2490.5,19.38,24.74,44.12,24.12,31.75,485,20.62,NA,31.34,21.86,NA,29.28,16.29,NA,25.98,25.15,NA,31.34,2877,48.04,48.87,57.73,43.51
sb_ca2019_all_csv_v4.txt,23,10231,0000000,NA,2019,1,B,NA,25,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,25,*,*,*,*
sb_ca2019_all_csv_v4.txt,19,64808,0000000,NA,2019,1,B,NA,12747,NA,5,1,1782,1760,2471.9,13.36,25.58,38.94,23.14,37.92,1759,17.86,NA,38.34,18.92,NA,33.73,10.36,NA,28.29,19.07,NA,36.20,12735,43.80,47.35,61.35,44.74
sb_ca2019_all_csv_v4.txt,19,64931,0000000,NA,2019,1,B,NA,1616,NA,5,1,282,276,2546.3,39.13,29.35,68.48,17.75,13.77,276,40.94,NA,13.77,46.18,NA,14.91,29.09,NA,11.27,42.18,NA,16.00,1616,45.29,38.91,59.64,41.82
sb_ca2019_all_csv_v4.txt,19,64964,0000000,NA,2019,1,B,NA,1523,NA,5,1,207,203,2629.0,74.88,21.67,96.55,2.46,0.99,203,75.86,NA,0.99,74.88,NA,1.48,57.14,NA,2.96,78.82,NA,0.99,1523,23.15,23.65,39.90,20.20
sb_ca2019_all_csv_v4.txt,19,65029,0000000,NA,2019,1,B,NA,2557,NA,5,1,402,394,2588.8,59.39,26.40,85.79,9.64,4.57,394,63.45,NA,6.09,54.82,NA,6.35,42.13,NA,5.33,60.91,NA,5.08,2556,30.46,38.83,52.54,34.01
sb_ca2019_all_csv_v4.txt,19,65037,0000000,NA,2019,1,B,NA,1807,NA,5,1,308,308,2470.5,12.99,25.97,38.96,23.38,37.66,308,12.01,NA,37.34,17.86,NA,31.17,8.12,NA,30.84,19.16,NA,37.99,1807,50.65,50.97,61.04,42.86
sb_ca2019_all_csv_v4.txt,19,65110,0000000,NA,2019,1,B,NA,3881,NA,5,1,676,662,2498.8,20.09,27.95,48.04,24.17,27.79,662,22.96,NA,27.95,22.21,NA,25.08,17.37,NA,21.90,28.10,NA,26.44,3880,49.09,52.72,60.73,45.47
sb_ca2019_all_csv_v4.txt,19,73452,0000000,NA,2019,1,B,NA,6873,NA,5,1,1095,1088,2499.1,21.51,29.50,51.01,20.77,28.22,1088,23.81,NA,29.23,29.41,NA,24.63,14.89,NA,22.52,27.76,NA,27.76,6870,46.97,45.96,62.59,44.49
sb_ca2019_all_csv_v4.txt,19,75291,0000000,NA,2019,1,B,NA,2512,NA,5,1,390,378,2533.3,32.28,32.01,64.29,17.20,18.52,378,37.30,NA,18.25,39.95,NA,18.25,25.13,NA,15.34,38.62,NA,19.31,2512,44.44,41.80,59.52,42.06
sb_ca2019_all_csv_v4.txt,19,75309,0000000,NA,2019,1,B,NA,587,NA,5,1,75,75,2495.2,18.67,40.00,58.67,10.67,30.67,75,22.97,NA,31.08,33.78,NA,25.68,18.92,NA,16.22,24.32,NA,21.62,581,45.95,40.54,64.86,54.05
sb_ca2019_all_csv_v4.txt,19,75713,0000000,NA,2019,1,B,NA,7839,NA,5,1,1077,1059,2521.4,32.48,27.48,59.96,15.96,24.08,1059,34.47,NA,23.89,40.79,NA,22.76,22.85,NA,20.40,33.81,NA,23.70,7836,41.64,36.45,56.75,42.49
sb_ca2019_all_csv_v4.txt,20,65177,0000000,NA,2019,1,B,NA,256,NA,5,1,34,34,2492.6,11.76,32.35,44.12,29.41,26.47,34,17.65,NA,29.41,29.41,NA,17.65,11.76,NA,17.65,17.65,NA,35.29,256,52.94,52.94,70.59,47.06
